city,city_ibge_code,date,epidemiological_week,estimated_population,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths
São José do Rio Preto,3549805.0,2020-11-11,202046,464983.0,460671.0,False,False,26805,5764.726879999999,2020-11-11,0.0275,736,239,city,SP,74,11
São José do Rio Preto,3549805.0,2020-11-12,202046,464983.0,460671.0,False,False,26881,5781.07157,2020-11-12,0.0278,747,240,city,SP,76,11
São José do Rio Preto,3549805.0,2020-11-13,202046,464983.0,460671.0,False,False,27018,5810.5350100000005,2020-11-13,0.0276,747,241,city,SP,137,0
São José do Rio Preto,3549805.0,2020-11-14,202046,464983.0,460671.0,False,False,27092,5826.449570000001,2020-11-14,0.0279,757,242,city,SP,74,10
São José do Rio Preto,3549805.0,2020-11-15,202047,464983.0,460671.0,False,False,27163,5841.71894,2020-11-15,0.0279,758,243,city,SP,71,1
São José do Rio Preto,3549805.0,2020-11-16,202047,464983.0,460671.0,False,False,27198,5849.2461,2020-11-16,0.0279,759,244,city,SP,35,1
São José do Rio Preto,3549805.0,2020-11-17,202047,464983.0,460671.0,False,False,27571,5929.4640899999995,2020-11-17,0.0278,766,245,city,SP,373,7
São José do Rio Preto,3549805.0,2020-11-18,202047,464983.0,460671.0,False,False,27763,5970.7559200000005,2020-11-18,0.0277,768,246,city,SP,192,2
São José do Rio Preto,3549805.0,2020-11-19,202047,464983.0,460671.0,False,False,28010,6023.87614,2020-11-19,0.0275,771,247,city,SP,247,3
São José do Rio Preto,3549805.0,2020-11-20,202047,464983.0,460671.0,False,True,28010,6023.87614,2020-11-19,0.0275,771,248,city,SP,0,0
São José do Rio Preto,3549805.0,2020-11-21,202047,464983.0,460671.0,False,False,28744,6181.731379999999,2020-11-21,0.0271,778,249,city,SP,734,7
São José do Rio Preto,3549805.0,2020-11-22,202048,464983.0,460671.0,False,False,29002,6237.21727,2020-11-22,0.0269,779,250,city,SP,258,1
São José do Rio Preto,3549805.0,2020-11-23,202048,464983.0,460671.0,False,False,29087,6255.49751,2020-11-23,0.0268,780,251,city,SP,85,1
São José do Rio Preto,3549805.0,2020-11-24,202048,464983.0,460671.0,False,False,29190,6277.64886,2020-11-24,0.0268,781,252,city,SP,103,1
São José do Rio Preto,3549805.0,2020-11-25,202048,464983.0,460671.0,False,False,29468,6337.43599,2020-11-25,0.0266,783,253,city,SP,278,2
São José do Rio Preto,3549805.0,2020-11-26,202048,464983.0,460671.0,False,False,29720,6391.63152,2020-11-26,0.0264,784,254,city,SP,252,1
São José do Rio Preto,3549805.0,2020-11-27,202048,464983.0,460671.0,False,False,30110,6475.5055600000005,2020-11-27,0.0261,787,255,city,SP,390,3
São José do Rio Preto,3549805.0,2020-11-28,202048,464983.0,460671.0,False,False,30203,6495.50629,2020-11-28,0.0261,789,256,city,SP,93,2
São José do Rio Preto,3549805.0,2020-11-29,202049,464983.0,460671.0,False,False,30288,6513.786529999999,2020-11-29,0.0261,791,257,city,SP,85,2
São José do Rio Preto,3549805.0,2020-11-30,202049,464983.0,460671.0,False,False,30390,6535.72281,2020-11-30,0.0261,793,258,city,SP,102,2
São José do Rio Preto,3549805.0,2020-12-01,202049,464983.0,460671.0,False,False,30703,6603.0371,2020-12-01,0.026,797,259,city,SP,313,4
São José do Rio Preto,3549805.0,2020-12-02,202049,464983.0,460671.0,False,False,31065,6680.88941,2020-12-02,0.0258,801,260,city,SP,362,4
São José do Rio Preto,3549805.0,2020-12-03,202049,464983.0,460671.0,False,False,31238,6718.09507,2020-12-03,0.0259,808,261,city,SP,173,7
São José do Rio Preto,3549805.0,2020-12-04,202049,464983.0,460671.0,False,False,31419,6757.0212200000005,2020-12-04,0.0259,813,262,city,SP,181,5
São José do Rio Preto,3549805.0,2020-12-05,202049,464983.0,460671.0,False,False,31826,6844.55131,2020-12-05,0.0258,821,263,city,SP,407,8
São José do Rio Preto,3549805.0,2020-12-06,202050,464983.0,460671.0,False,False,31990,6879.82141,2020-12-06,0.0258,824,264,city,SP,164,3
São José do Rio Preto,3549805.0,2020-12-07,202050,464983.0,460671.0,False,False,32070,6897.02634,2020-12-07,0.0258,827,265,city,SP,80,3
São José do Rio Preto,3549805.0,2020-12-08,202050,464983.0,460671.0,False,False,32160,6916.381890000001,2020-12-08,0.0258,831,266,city,SP,90,4
São José do Rio Preto,3549805.0,2020-12-09,202050,464983.0,460671.0,False,False,32416,6971.43767,2020-12-09,0.0257,834,267,city,SP,256,3
São José do Rio Preto,3549805.0,2020-12-10,202050,464983.0,460671.0,False,False,32475,6984.1263,2020-12-10,0.0258,837,268,city,SP,59,3
São José do Rio Preto,3549805.0,2020-12-11,202050,464983.0,460671.0,False,False,32671,7026.27838,2020-12-11,0.0256,838,269,city,SP,196,1
São José do Rio Preto,3549805.0,2020-12-12,202050,464983.0,460671.0,False,False,32881,7071.44132,2020-12-12,0.0256,842,270,city,SP,210,4
São José do Rio Preto,3549805.0,2020-12-13,202051,464983.0,460671.0,False,False,32982,7093.16255,2020-12-13,0.0255,842,271,city,SP,101,0
São José do Rio Preto,3549805.0,2020-12-14,202051,464983.0,460671.0,False,False,33091,7116.604259999999,2020-12-14,0.0256,846,272,city,SP,109,4
São José do Rio Preto,3549805.0,2020-12-15,202051,464983.0,460671.0,False,False,33137,7126.4971,2020-12-15,0.0257,852,273,city,SP,46,6
São José do Rio Preto,3549805.0,2020-12-16,202051,464983.0,460671.0,False,True,33137,7126.4971,2020-12-15,0.0257,852,274,city,SP,0,0
São José do Rio Preto,3549805.0,2020-12-17,202051,464983.0,460671.0,False,False,33622,7230.801990000001,2020-12-17,0.0255,858,275,city,SP,485,6
São José do Rio Preto,3549805.0,2020-12-18,202051,464983.0,460671.0,False,False,33846,7278.97579,2020-12-18,0.0256,866,276,city,SP,224,8
São José do Rio Preto,3549805.0,2020-12-19,202051,464983.0,460671.0,False,False,34138,7341.77379,2020-12-19,0.0255,870,277,city,SP,292,4
São José do Rio Preto,3549805.0,2020-12-20,202052,464983.0,460671.0,False,False,34138,7341.77379,2020-12-20,0.0255,870,278,city,SP,0,0
São José do Rio Preto,3549805.0,2020-12-21,202052,464983.0,460671.0,False,False,34312,7379.194509999999,2020-12-21,0.0256,879,279,city,SP,174,9
São José do Rio Preto,3549805.0,2020-12-22,202052,464983.0,460671.0,False,False,34511,7421.9917700000005,2020-12-22,0.0256,883,280,city,SP,199,4
São José do Rio Preto,3549805.0,2020-12-23,202052,464983.0,460671.0,False,False,34779,7479.628290000001,2020-12-23,0.0255,887,281,city,SP,268,4
São José do Rio Preto,3549805.0,2020-12-24,202052,464983.0,460671.0,False,False,34982,7523.2858,2020-12-24,0.0255,891,282,city,SP,203,4
São José do Rio Preto,3549805.0,2020-12-25,202052,464983.0,460671.0,False,False,35137,7556.62035,2020-12-25,0.0254,892,283,city,SP,155,1
São José do Rio Preto,3549805.0,2020-12-26,202052,464983.0,460671.0,False,False,35153,7560.06134,2020-12-26,0.0254,893,284,city,SP,16,1
São José do Rio Preto,3549805.0,2020-12-27,202053,464983.0,460671.0,False,False,35335,7599.20255,2020-12-27,0.0256,904,285,city,SP,182,11
São José do Rio Preto,3549805.0,2020-12-28,202053,464983.0,460671.0,False,False,35366,7605.869459999999,2020-12-28,0.0256,906,286,city,SP,31,2
São José do Rio Preto,3549805.0,2020-12-29,202053,464983.0,460671.0,False,False,35698,7677.269920000001,2020-12-29,0.0254,907,287,city,SP,332,1
São José do Rio Preto,3549805.0,2020-12-30,202053,464983.0,460671.0,False,True,35698,7677.269920000001,2020-12-29,0.0254,907,288,city,SP,0,0
São José do Rio Preto,3549805.0,2020-12-31,202053,464983.0,460671.0,False,False,36185,7782.00493,2020-12-31,0.0253,917,289,city,SP,487,10
São José do Rio Preto,3549805.0,2021-01-01,202053,464983.0,460671.0,False,True,36185,7782.00493,2020-12-31,0.0253,917,290,city,SP,0,0
São José do Rio Preto,3549805.0,2021-01-02,202053,464983.0,460671.0,False,False,36368,7821.361209999999,2021-01-02,0.0254,922,291,city,SP,183,5
São José do Rio Preto,3549805.0,2021-01-03,202101,464983.0,460671.0,False,False,36573,7865.448840000001,2021-01-03,0.0254,928,292,city,SP,205,6
São José do Rio Preto,3549805.0,2021-01-04,202101,464983.0,460671.0,False,False,36669,7886.094759999999,2021-01-04,0.0254,931,293,city,SP,96,3
São José do Rio Preto,3549805.0,2021-01-05,202101,464983.0,460671.0,False,False,37198,7999.862359999999,2021-01-05,0.0251,935,294,city,SP,529,4
São José do Rio Preto,3549805.0,2021-01-06,202101,464983.0,460671.0,False,False,37475,8059.434429999999,2021-01-06,0.0251,939,295,city,SP,277,4
São José do Rio Preto,3549805.0,2021-01-07,202101,464983.0,460671.0,False,False,37787,8126.533659999999,2021-01-07,0.0249,941,296,city,SP,312,2
São José do Rio Preto,3549805.0,2021-01-08,202101,464983.0,460671.0,False,False,38028,8178.363509999999,2021-01-08,0.0249,946,297,city,SP,241,5
São José do Rio Preto,3549805.0,2021-01-09,202101,464983.0,460671.0,False,False,38212,8217.93485,2021-01-09,0.0248,949,298,city,SP,184,3
São José do Rio Preto,3549805.0,2021-01-10,202102,464983.0,460671.0,False,False,38383,8254.71039,2021-01-10,0.0249,955,299,city,SP,171,6
São José do Rio Preto,3549805.0,2021-01-11,202102,464983.0,460671.0,False,False,38417,8262.02248,2021-01-11,0.0249,956,300,city,SP,34,1
São José do Rio Preto,3549805.0,2021-01-12,202102,464983.0,460671.0,False,False,38676,8317.72344,2021-01-12,0.0248,961,301,city,SP,259,5
São José do Rio Preto,3549805.0,2021-01-13,202102,464983.0,460671.0,False,False,39030,8393.85526,2021-01-13,0.0248,967,302,city,SP,354,6
São José do Rio Preto,3549805.0,2021-01-14,202102,464983.0,460671.0,False,False,39422,8478.15942,2021-01-14,0.0246,968,303,city,SP,392,1
São José do Rio Preto,3549805.0,2021-01-15,202102,464983.0,460671.0,False,False,39829,8565.6895,2021-01-15,0.0244,973,304,city,SP,407,5
São José do Rio Preto,3549805.0,2021-01-16,202102,464983.0,460671.0,False,False,40002,8602.89516,2021-01-16,0.0244,978,305,city,SP,173,5
São José do Rio Preto,3549805.0,2021-01-17,202103,464983.0,460671.0,False,False,40257,8657.73587,2021-01-17,0.0243,979,306,city,SP,255,1
São José do Rio Preto,3549805.0,2021-01-18,202103,464983.0,460671.0,False,False,40332,8673.8655,2021-01-18,0.0244,983,307,city,SP,75,4
São José do Rio Preto,3549805.0,2021-01-19,202103,464983.0,460671.0,False,False,40555,8721.82424,2021-01-19,0.0244,988,308,city,SP,223,5
São José do Rio Preto,3549805.0,2021-01-20,202103,464983.0,460671.0,False,False,40744,8762.47089,2021-01-20,0.0243,991,309,city,SP,189,3
São José do Rio Preto,3549805.0,2021-01-21,202103,464983.0,460671.0,False,False,40935,8803.54766,2021-01-21,0.0244,1000,310,city,SP,191,9
São José do Rio Preto,3549805.0,2021-01-22,202103,464983.0,460671.0,False,False,41178,8855.80763,2021-01-22,0.0245,1010,311,city,SP,243,10
São José do Rio Preto,3549805.0,2021-01-23,202103,464983.0,460671.0,False,False,41466,8917.74538,2021-01-23,0.0244,1013,312,city,SP,288,3
São José do Rio Preto,3549805.0,2021-01-24,202104,464983.0,460671.0,False,False,41672,8962.04807,2021-01-24,0.0244,1015,313,city,SP,206,2
São José do Rio Preto,3549805.0,2021-01-25,202104,464983.0,460671.0,False,False,41737,8976.02708,2021-01-25,0.0244,1020,314,city,SP,65,5
São José do Rio Preto,3549805.0,2021-01-26,202104,464983.0,460671.0,False,False,41940,9019.68459,2021-01-26,0.0244,1025,315,city,SP,203,5
São José do Rio Preto,3549805.0,2021-01-27,202104,464983.0,460671.0,False,False,42195,9074.525309999999,2021-01-27,0.0245,1032,316,city,SP,255,7
São José do Rio Preto,3549805.0,2021-01-28,202104,464983.0,460671.0,False,False,42397,9117.96775,2021-01-28,0.0245,1039,317,city,SP,202,7
São José do Rio Preto,3549805.0,2021-01-29,202104,464983.0,460671.0,False,False,42708,9184.851920000001,2021-01-29,0.0245,1045,318,city,SP,311,6
São José do Rio Preto,3549805.0,2021-01-30,202104,464983.0,460671.0,False,False,43004,9248.51016,2021-01-30,0.0244,1048,319,city,SP,296,3
São José do Rio Preto,3549805.0,2021-01-31,202105,464983.0,460671.0,False,False,43126,9274.74768,2021-01-31,0.0243,1050,320,city,SP,122,2
São José do Rio Preto,3549805.0,2021-02-01,202105,464983.0,460671.0,False,False,43229,9296.89903,2021-02-01,0.0244,1054,321,city,SP,103,4
São José do Rio Preto,3549805.0,2021-02-02,202105,464983.0,460671.0,False,False,43497,9354.53554,2021-02-02,0.0244,1063,322,city,SP,268,9
São José do Rio Preto,3549805.0,2021-02-03,202105,464983.0,460671.0,False,False,43725,9403.569590000001,2021-02-03,0.0244,1068,323,city,SP,228,5
São José do Rio Preto,3549805.0,2021-02-04,202105,464983.0,460671.0,False,False,43935,9448.73253,2021-02-04,0.0244,1070,324,city,SP,210,2
São José do Rio Preto,3549805.0,2021-02-05,202105,464983.0,460671.0,False,False,44131,9490.88461,2021-02-05,0.0243,1073,325,city,SP,196,3
São José do Rio Preto,3549805.0,2021-02-06,202105,464983.0,460671.0,False,False,44331,9533.89694,2021-02-06,0.0243,1078,326,city,SP,200,5
São José do Rio Preto,3549805.0,2021-02-07,202106,464983.0,460671.0,False,False,44410,9550.88681,2021-02-07,0.0243,1080,327,city,SP,79,2
São José do Rio Preto,3549805.0,2021-02-08,202106,464983.0,460671.0,False,False,44443,9557.98384,2021-02-08,0.0243,1081,328,city,SP,33,1
São José do Rio Preto,3549805.0,2021-02-09,202106,464983.0,460671.0,False,False,44650,9602.5016,2021-02-09,0.0243,1084,329,city,SP,207,3
São José do Rio Preto,3549805.0,2021-02-10,202106,464983.0,460671.0,False,False,44742,9622.28727,2021-02-10,0.0243,1087,330,city,SP,92,3
São José do Rio Preto,3549805.0,2021-02-11,202106,464983.0,460671.0,False,False,45121,9703.79562,2021-02-11,0.0242,1091,331,city,SP,379,4
São José do Rio Preto,3549805.0,2021-02-12,202106,464983.0,460671.0,False,False,45260,9733.689190000001,2021-02-12,0.0241,1092,332,city,SP,139,1
São José do Rio Preto,3549805.0,2021-02-13,202106,464983.0,460671.0,False,False,45396,9762.93757,2021-02-13,0.0241,1096,333,city,SP,136,4
São José do Rio Preto,3549805.0,2021-02-14,202107,464983.0,460671.0,False,False,45449,9774.33584,2021-02-14,0.0242,1098,334,city,SP,53,2
São José do Rio Preto,3549805.0,2021-02-15,202107,464983.0,460671.0,False,False,45490,9783.15336,2021-02-15,0.0242,1102,335,city,SP,41,4
São José do Rio Preto,3549805.0,2021-02-16,202107,464983.0,460671.0,False,False,45686,9825.30544,2021-02-16,0.0243,1109,336,city,SP,196,7
São José do Rio Preto,3549805.0,2021-02-17,202107,464983.0,460671.0,False,False,45796,9848.96222,2021-02-17,0.0242,1108,337,city,SP,110,-1
São José do Rio Preto,3549805.0,2021-02-18,202107,464983.0,460671.0,False,False,45997,9892.18961,2021-02-18,0.0242,1113,338,city,SP,201,5
São José do Rio Preto,3549805.0,2021-02-19,202107,464983.0,460671.0,False,False,46164,9928.1049,2021-02-19,0.0241,1113,339,city,SP,167,0
São José do Rio Preto,3549805.0,2021-02-20,202107,464983.0,460671.0,False,False,46358,9969.82685,2021-02-20,0.0241,1116,340,city,SP,194,3
São José do Rio Preto,3549805.0,2021-02-21,202108,464983.0,460671.0,False,False,46502,10000.79573,2021-02-21,0.024,1118,341,city,SP,144,2
São José do Rio Preto,3549805.0,2021-02-22,202108,464983.0,460671.0,False,False,46567,10014.77473,2021-02-22,0.024,1119,342,city,SP,65,1
São José do Rio Preto,3549805.0,2021-02-23,202108,464983.0,460671.0,False,False,46794,10063.59372,2021-02-23,0.024,1121,343,city,SP,227,2
São José do Rio Preto,3549805.0,2021-02-24,202108,464983.0,460671.0,False,False,46974,10102.304820000001,2021-02-24,0.0239,1123,344,city,SP,180,2
São José do Rio Preto,3549805.0,2021-02-25,202108,464983.0,460671.0,False,False,47239,10159.29615,2021-02-25,0.0239,1127,345,city,SP,265,4
São José do Rio Preto,3549805.0,2021-02-26,202108,464983.0,460671.0,False,False,47483,10211.77118,2021-02-26,0.0238,1130,346,city,SP,244,3
São José do Rio Preto,3549805.0,2021-02-27,202108,464983.0,460671.0,False,False,47742,10267.47214,2021-02-27,0.0237,1132,347,city,SP,259,2
São José do Rio Preto,3549805.0,2021-02-28,202109,464983.0,460671.0,False,False,47887,10298.656079999999,2021-02-28,0.0237,1134,348,city,SP,145,2
São José do Rio Preto,3549805.0,2021-03-01,202109,464983.0,460671.0,False,False,48029,10329.19483,2021-03-01,0.0236,1134,349,city,SP,142,0
São José do Rio Preto,3549805.0,2021-03-02,202109,464983.0,460671.0,False,False,48165,10358.44321,2021-03-02,0.0236,1139,350,city,SP,136,5
São José do Rio Preto,3549805.0,2021-03-03,202109,464983.0,460671.0,False,False,48482,10426.61775,2021-03-03,0.0237,1147,351,city,SP,317,8
São José do Rio Preto,3549805.0,2021-03-04,202109,464983.0,460671.0,False,False,48824,10500.16882,2021-03-04,0.0236,1151,352,city,SP,342,4
São José do Rio Preto,3549805.0,2021-03-05,202109,464983.0,460671.0,False,False,49056,10550.06312,2021-03-05,0.0235,1155,353,city,SP,232,4
São José do Rio Preto,3549805.0,2021-03-06,202109,464983.0,460671.0,False,False,49630,10673.50849,2021-03-06,0.0235,1164,354,city,SP,574,9
São José do Rio Preto,3549805.0,2021-03-07,202110,464983.0,460671.0,False,False,49951,10742.54328,2021-03-07,0.0233,1166,355,city,SP,321,2
São José do Rio Preto,3549805.0,2021-03-08,202110,464983.0,460671.0,False,False,50172,10790.0719,2021-03-08,0.0234,1175,356,city,SP,221,9
São José do Rio Preto,3549805.0,2021-03-09,202110,464983.0,460671.0,False,False,50502,10861.04223,2021-03-09,0.0234,1181,357,city,SP,330,6
São José do Rio Preto,3549805.0,2021-03-10,202110,464983.0,460671.0,False,False,50977,10963.1965,2021-03-10,0.0233,1189,358,city,SP,475,8
São José do Rio Preto,3549805.0,2021-03-11,202110,464983.0,460671.0,False,False,51298,11032.23129,2021-03-11,0.0234,1200,359,city,SP,321,11
São José do Rio Preto,3549805.0,2021-03-12,202110,464983.0,460671.0,False,False,51599,11096.96484,2021-03-12,0.0234,1206,360,city,SP,301,6
São José do Rio Preto,3549805.0,2021-03-13,202110,464983.0,460671.0,False,False,52202,11226.647,2021-03-13,0.0233,1214,361,city,SP,603,8
São José do Rio Preto,3549805.0,2021-03-14,202111,464983.0,460671.0,False,False,52486,11287.7245,2021-03-14,0.0232,1219,362,city,SP,284,5
São José do Rio Preto,3549805.0,2021-03-15,202111,464983.0,460671.0,False,False,52595,11311.16621,2021-03-15,0.0233,1227,363,city,SP,109,8
São José do Rio Preto,3549805.0,2021-03-16,202111,464983.0,460671.0,False,False,52765,11347.726690000001,2021-03-16,0.0234,1237,364,city,SP,170,10
São José do Rio Preto,3549805.0,2021-03-17,202111,464983.0,460671.0,False,False,53202,11441.70862,2021-03-17,0.0235,1250,365,city,SP,437,13
São José do Rio Preto,3549805.0,2021-03-18,202111,464983.0,460671.0,False,False,53853,11581.713740000001,2021-03-18,0.0235,1268,366,city,SP,651,18
São José do Rio Preto,3549805.0,2021-03-19,202111,464983.0,460671.0,False,False,54295,11676.77098,2021-03-19,0.0237,1285,367,city,SP,442,17
São José do Rio Preto,3549805.0,2021-03-20,202111,464983.0,460671.0,False,False,54596,11741.50453,2021-03-20,0.0237,1296,368,city,SP,301,11
São José do Rio Preto,3549805.0,2021-03-21,202112,464983.0,460671.0,False,False,54699,11763.65588,2021-03-21,0.0239,1306,369,city,SP,103,10
São José do Rio Preto,3549805.0,2021-03-22,202112,464983.0,460671.0,False,False,54807,11786.882529999999,2021-03-22,0.0238,1307,370,city,SP,108,1
São José do Rio Preto,3549805.0,2021-03-23,202112,464983.0,460671.0,False,False,55249,11881.93977,2021-03-23,0.0242,1338,371,city,SP,442,31
São José do Rio Preto,3549805.0,2021-03-24,202112,464983.0,460671.0,False,False,55765,11992.91157,2021-03-24,0.0241,1345,372,city,SP,516,7
São José do Rio Preto,3549805.0,2021-03-25,202112,464983.0,460671.0,False,False,56320,12112.270770000001,2021-03-25,0.0244,1373,373,city,SP,555,28
São José do Rio Preto,3549805.0,2021-03-26,202112,464983.0,460671.0,False,False,56886,12233.99565,2021-03-26,0.0245,1392,374,city,SP,566,19
São José do Rio Preto,3549805.0,2021-03-27,202112,464983.0,460671.0,False,False,57292,12321.31067,2021-03-27,0.0246,1410,375,city,SP,406,18
São José do Rio Preto,3549805.0,2021-03-28,202113,464983.0,460671.0,False,False,57624,12392.71113,2021-03-28,0.0246,1418,376,city,SP,332,8
São José do Rio Preto,3549805.0,2021-03-29,202113,464983.0,460671.0,False,False,57755,12420.8842,2021-03-29,0.025,1443,377,city,SP,131,25
São José do Rio Preto,3549805.0,2021-03-30,202113,464983.0,460671.0,False,False,58119,12499.166640000001,2021-03-30,0.0252,1465,378,city,SP,364,22
São José do Rio Preto,3549805.0,2021-03-31,202113,464983.0,460671.0,False,False,58518,12584.97622,2021-03-31,0.0254,1487,379,city,SP,399,22
São José do Rio Preto,3549805.0,2021-04-01,202113,464983.0,460671.0,False,False,58965,12681.10877,2021-04-01,0.0255,1504,380,city,SP,447,17
São José do Rio Preto,3549805.0,2021-04-02,202113,464983.0,460671.0,False,False,59371,12768.42379,2021-04-02,0.0257,1526,381,city,SP,406,22
São José do Rio Preto,3549805.0,2021-04-03,202113,464983.0,460671.0,False,False,59599,12817.457840000001,2021-04-03,0.0259,1544,382,city,SP,228,18
São José do Rio Preto,3549805.0,2021-04-04,202114,464983.0,460671.0,False,False,59657,12829.93142,2021-04-04,0.0262,1561,383,city,SP,58,17
São José do Rio Preto,3549805.0,2021-04-05,202114,464983.0,460671.0,False,False,59709,12841.11462,2021-04-05,0.0264,1574,384,city,SP,52,13
São José do Rio Preto,3549805.0,2021-04-06,202114,464983.0,460671.0,False,False,59968,12896.81558,2021-04-06,0.0265,1592,385,city,SP,259,18
São José do Rio Preto,3549805.0,2021-04-07,202114,464983.0,460671.0,False,False,60175,12941.333340000001,2021-04-07,0.0268,1612,386,city,SP,207,20
São José do Rio Preto,3549805.0,2021-04-08,202114,464983.0,460671.0,False,False,60667,13047.14366,2021-04-08,0.027,1637,387,city,SP,492,25
São José do Rio Preto,3549805.0,2021-04-09,202114,464983.0,460671.0,False,False,61046,13128.65202,2021-04-09,0.0271,1657,388,city,SP,379,20
São José do Rio Preto,3549805.0,2021-04-10,202114,464983.0,460671.0,False,False,61345,13192.95544,2021-04-10,0.0272,1670,389,city,SP,299,13
São José do Rio Preto,3549805.0,2021-04-11,202115,464983.0,460671.0,False,False,61524,13231.45147,2021-04-11,0.0274,1686,390,city,SP,179,16
São José do Rio Preto,3549805.0,2021-04-12,202115,464983.0,460671.0,False,False,61561,13239.40875,2021-04-12,0.0276,1702,391,city,SP,37,16
São José do Rio Preto,3549805.0,2021-04-13,202115,464983.0,460671.0,False,False,61792,13289.08799,2021-04-13,0.0278,1718,392,city,SP,231,16
São José do Rio Preto,3549805.0,2021-04-14,202115,464983.0,460671.0,False,False,62003,13334.46599,2021-04-14,0.028,1733,393,city,SP,211,15
São José do Rio Preto,3549805.0,2021-04-15,202115,464983.0,460671.0,False,False,62377,13414.89904,2021-04-15,0.0282,1757,394,city,SP,374,24
São José do Rio Preto,3549805.0,2021-04-16,202115,464983.0,460671.0,False,False,62585,13459.63186,2021-04-16,0.0283,1770,395,city,SP,208,13
São José do Rio Preto,3549805.0,2021-04-17,202115,464983.0,460671.0,False,False,62842,13514.9027,2021-04-17,0.0283,1776,396,city,SP,257,6
São José do Rio Preto,3549805.0,2021-04-18,202116,464983.0,460671.0,False,False,62993,13547.377,2021-04-18,0.0283,1783,397,city,SP,151,7
São José do Rio Preto,3549805.0,2021-04-19,202116,464983.0,460671.0,False,False,63043,13558.13008,2021-04-19,0.0285,1794,398,city,SP,50,11
São José do Rio Preto,3549805.0,2021-04-20,202116,464983.0,460671.0,False,False,63219,13595.980930000002,2021-04-20,0.0286,1807,399,city,SP,176,13
São José do Rio Preto,3549805.0,2021-04-21,202116,464983.0,460671.0,False,False,63506,13657.703609999999,2021-04-21,0.0287,1823,400,city,SP,287,16
São José do Rio Preto,3549805.0,2021-04-22,202116,464983.0,460671.0,False,False,63633,13685.016440000001,2021-04-22,0.0287,1829,401,city,SP,127,6
São José do Rio Preto,3549805.0,2021-04-23,202116,464983.0,460671.0,False,False,63829,13727.16852,2021-04-23,0.0288,1840,402,city,SP,196,11
São José do Rio Preto,3549805.0,2021-04-24,202116,464983.0,460671.0,False,True,63829,13727.16852,2021-04-23,0.0288,1840,403,city,SP,0,0
São José do Rio Preto,3549805.0,2021-04-25,202117,464983.0,460671.0,False,False,64347,13838.570440000001,2021-04-25,0.0288,1855,404,city,SP,518,15
São José do Rio Preto,3549805.0,2021-04-26,202117,464983.0,460671.0,False,False,64390,13847.81809,2021-04-26,0.029,1866,405,city,SP,43,11
São José do Rio Preto,3549805.0,2021-04-27,202117,464983.0,460671.0,False,False,64552,13882.658080000001,2021-04-27,0.0291,1878,406,city,SP,162,12
São José do Rio Preto,3549805.0,2021-04-28,202117,464983.0,460671.0,False,False,64857,13948.251869999998,2021-04-28,0.0292,1893,407,city,SP,305,15
São José do Rio Preto,3549805.0,2021-04-29,202117,464983.0,460671.0,False,False,65178,14017.28665,2021-04-29,0.0292,1904,408,city,SP,321,11
São José do Rio Preto,3549805.0,2021-04-30,202117,464983.0,460671.0,False,False,65507,14088.041930000001,2021-04-30,0.0292,1914,409,city,SP,329,10
São José do Rio Preto,3549805.0,2021-05-01,202117,464983.0,460671.0,False,True,65507,14088.041930000001,2021-04-30,0.0292,1914,410,city,SP,0,0
São José do Rio Preto,3549805.0,2021-05-02,202118,464983.0,460671.0,False,False,65766,14143.742890000001,2021-05-02,0.0293,1927,411,city,SP,259,13
São José do Rio Preto,3549805.0,2021-05-03,202118,464983.0,460671.0,False,False,65783,14147.398940000001,2021-05-03,0.0294,1936,412,city,SP,17,9
São José do Rio Preto,3549805.0,2021-05-04,202118,464983.0,460671.0,False,False,65967,14186.970280000001,2021-05-04,0.0295,1944,413,city,SP,184,8
São José do Rio Preto,3549805.0,2021-05-05,202118,464983.0,460671.0,False,False,66224,14242.241109999999,2021-05-05,0.0295,1951,414,city,SP,257,7
São José do Rio Preto,3549805.0,2021-05-06,202118,464983.0,460671.0,False,False,66587,14320.308480000002,2021-05-06,0.0295,1964,415,city,SP,363,13
São José do Rio Preto,3549805.0,2021-05-07,202118,464983.0,460671.0,False,False,66930,14394.07462,2021-05-07,0.0295,1975,416,city,SP,343,11
São José do Rio Preto,3549805.0,2021-05-08,202118,464983.0,460671.0,False,False,67193,14450.635830000001,2021-05-08,0.0296,1992,417,city,SP,263,17
São José do Rio Preto,3549805.0,2021-05-09,202119,464983.0,460671.0,False,False,67360,14486.551119999998,2021-05-09,0.0296,1997,418,city,SP,167,5
São José do Rio Preto,3549805.0,2021-05-10,202119,464983.0,460671.0,False,False,67375,14489.77705,2021-05-10,0.0297,2001,419,city,SP,15,4
São José do Rio Preto,3549805.0,2021-05-11,202119,464983.0,460671.0,False,False,67612,14540.74665,2021-05-11,0.0297,2005,420,city,SP,237,4
São José do Rio Preto,3549805.0,2021-05-12,202119,464983.0,460671.0,False,False,67848,14591.50119,2021-05-12,0.0297,2015,421,city,SP,236,10
São José do Rio Preto,3549805.0,2021-05-13,202119,464983.0,460671.0,False,False,68117,14649.35277,2021-05-13,0.0297,2024,422,city,SP,269,9
